,Area Served,Callsign,Frequency(MHz),Purpose,Polarisation,Antenna Height (m),Antenna Pattern,Maximum ERP (W),Technical Specification Number,Licence Number,Site id,Site Name,Zone,Easting,Northing,Latitude,Longitude,State,BSL,Licence Area,Licence Area ID,Status,Deg,Min,Sec,Deg1,Min1,Sec1,Latitude in degrees,Longitude in degrees
1534,Monaro,2MNO,93.3,Community,M,50,OD,2000.0,6171001,1170753,9793,Council Tower Emerald Hill  Lot 1  Old Bega Rd WINIFRED,0,0,0,36 31 11S,149 20 38E,NSW,1150162.0,COOMA RA2,,Issued,36,31,11,149,20,38,36.51972222222222,149.3438888888889
1535,Monto,4BRZ,100.5,Retransmission,V,20,DA,900.0,1130144,1924266,153387,Council Site Lovedays Hill  246 Lovedays Rd BUKALI,0,0,0,24 49 38S,151 10 47E,QLD,,,,Issued,24,49,38,151,10,47,24.827222222222222,151.1797222222222
1536,Monto,4ABCRN,101.9,National,M,26,DA,2000.0,10003882,1150315,16500,BAI Comms Site 78 Plateau Road MULGILDIE,0,0,0,24 59 21S,151 11 11E,QLD,,,,Issued,24,59,21,151,11,11,24.989166666666666,151.1863888888889
1537,Monto,4RBL,105.1,Commercial,V,20,DA,900.0,10002724,1158264,153387,Council Site Lovedays Hill  246 Lovedays Rd BUKALI,0,0,0,24 49 38S,151 10 47E,QLD,10216.0,REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1,,Issued,24,49,38,151,10,47,24.827222222222222,151.1797222222222
1538,Monto,4SBSFM,107.3,Retransmission,V,20,OD,250.0,1133178,1902314,153387,Council Site Lovedays Hill  246 Lovedays Rd BUKALI,0,0,0,24 49 38S,151 10 47E,QLD,,,,Issued,24,49,38,151,10,47,24.827222222222222,151.1797222222222
1539,Moomba,5JJJ,104.5,Retransmission,V,60,OD,20.0,10000479,1156551,501694,Santos Communications Mast MOOMBA,0,0,0,28 7 5S,140 12 42E,SA,,,,Issued,28,7,5,140,12,42,28.118055555555557,140.21166666666664
1540,Moomba,5ABCRR,106.1,Retransmission,V,30,OD,20.0,1987005,1154798,151395,Broadcast site MOOMBA,0,0,0,28 7 6S,140 12 36E,SA,,,,Issued,28,7,6,140,12,36,28.118333333333332,140.20999999999998
1541,Moonford,4SBSFM,90.7,Retransmission,V,20,OD,250.0,1132883,1902313,153365,Broadcast Site Cania View MONTO,0,0,0,24 47 6S,150 58 22E,QLD,,,,Issued,24,47,6,150,58,22,24.785,150.9727777777778
1542,Moonie,4DDD,93.1,s212 Retransmission,V,7,OD,30.0,1137809,1986085,142366,Moonie Rural Transaction Centre Cnr Moonie Hwy and Leichhardt Hwy MOONIE,0,0,0,27 43 2S,150 22 15E,QLD,,,,Issued,27,43,2,150,22,15,27.71722222222222,150.37083333333334
1543,Moora,6FMS,90.9,Commercial,V,10,DA,600.0,1137989,10263091,30599,Broadcast Australia Site Quarrel Range  off Old Geraldton South Rd BERKSHIRE VALLEY,0,0,0,30 38 6S,116 9 35E,WA,10354.0,REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1,,Issued,30,38,6,116,9,35,30.634999999999998,116.15972222222223
1544,Moora,6SBSFM,103.5,Retransmission,V,10,OD,30.0,1132878,1567355,137573,Council Depot Cnr Roberts and Drummond St MOORA,0,0,0,30 38 44S,116 0 29E,WA,,,,Issued,30,38,44,116,0,29,30.645555555555553,116.00805555555556
1545,Moora,6JJJ,105.1,Retransmission,V,10,OD,30.0,1132877,1567354,137573,Council Depot Cnr Roberts and Drummond St MOORA,0,0,0,30 38 44S,116 0 29E,WA,,,,Issued,30,38,44,116,0,29,30.645555555555553,116.00805555555556
1546,Moora,6SAT,106.7,Retransmission,V,10,OD,30.0,1132876,1567353,137573,Council Depot Cnr Roberts and Drummond St MOORA,0,0,0,30 38 44S,116 0 29E,WA,,,,Issued,30,38,44,116,0,29,30.645555555555553,116.00805555555556
1547,Moranbah,4HI,90.5,Commercial,V,25,DA,2000.0,10007724,10570164,18767,RCS Telecoms Site Carborough Range  off Peak Downs Hwy COPPABELLA,0,0,0,21 55 21S,148 18 45E,QLD,4176.0,EMERALD RA1,,Issued,21,55,21,148,18,45,21.9225,148.3125
1548,Moranbah,4HIT,91.3,Commercial,M,30,OD,5000.0,10007723,1159633,18885,Broadcast Australia Site  CARBOROUGH RANGE,0,0,0,21 55 33S,148 19 7E,QLD,10333.0,EMERALD RA1,,Issued,21,55,33,148,19,7,21.925833333333333,148.3186111111111
1549,Moranbah,4RFM,96.9,Community,V,20,OD,4000.0,10013634,1170874,404745,Rock FM Site CARBOROUGH RANGE,0,0,0,21 55 31S,148 19 7E,QLD,1150804.0,MORANBAH RA1,,Issued,21,55,31,148,19,7,21.92527777777778,148.3186111111111
1550,Moranbah,4QAA,104.9,National,M,20,OD,10000.0,5507002,1198705,18885,Broadcast Australia Site  CARBOROUGH RANGE,0,0,0,21 55 33S,148 19 7E,QLD,,,,Issued,21,55,33,148,19,7,21.925833333333333,148.3186111111111
1551,Moranbah,4ABCRN,106.5,National,M,20,OD,10000.0,2331001,1198736,18885,Broadcast Australia Site  CARBOROUGH RANGE,0,0,0,21 55 33S,148 19 7E,QLD,,,,Issued,21,55,33,148,19,7,21.925833333333333,148.3186111111111
1552,Moranbah Town,4SBSFM,92.9,Retransmission,V,30,DA,50.0,1131056,10183482,151650,Broadcast Site Water Tower Clements St & Mills Ave MORANBAH,0,0,0,22 0 2S,148 3 38E,QLD,,,,Issued,22,0,2,148,3,38,22.000555555555554,148.06055555555557
1553,Morawa,6SBSFM,93.5,Retransmission,M,40,OD,600.0,1133535,1922539,31413,Commercial TV Site Mt Campbell  1254 Old Three Springs Rd MERKANOOKA,0,0,0,29 19 7S,115 52 56E,WA,,,,Issued,29,19,7,115,52,56,29.31861111111111,115.88222222222221
1554,Morawa,6FMS,103.1,Commercial,V,65,DA,100.0,1137734,10263093,31413,Commercial TV Site Mt Campbell  1254 Old Three Springs Rd MERKANOOKA,0,0,0,29 19 7S,115 52 56E,WA,10354.0,REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1,,Issued,29,19,7,115,52,56,29.31861111111111,115.88222222222221
1555,Morawa,6SAT,104.7,Commercial,V,46,OD,100.0,1137733,10652906,31395,Broadcast Site 17 km SW of MORAWA,0,0,0,29 19 1S,115 52 46E,WA,10018.0,REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1,,Issued,29,19,1,115,52,46,29.316944444444445,115.87944444444443
1556,Morawa,6JJJ,106.3,Retransmission,M,65,OD,500.0,10002469,1142574,31413,Commercial TV Site Mt Campbell  1254 Old Three Springs Rd MERKANOOKA,0,0,0,29 19 7S,115 52 56E,WA,,,,Issued,29,19,7,115,52,56,29.31861111111111,115.88222222222221
1557,Moree,2NOW,98.3,Commercial,V,90,DA,100000.0,2994001,1384860,35653,Broadcast Australia Site  MOUNT DOWE,0,0,0,30 17 4S,150 10 3E,NSW,2994.0,MOREE RA1,,Issued,30,17,4,150,10,3,30.284444444444446,150.1675
1558,Moree Town,,103.7,HPON,M,30,OD,1000.0,10008160,1155269,152956,Broadcast Site Graincorp Wheat Silo Tycannah St MOREE,0,0,0,29 29 58S,149 51 19E,NSW,,,,Issued,29,29,58,149,51,19,29.499444444444446,149.8552777777778
1559,Mornington,3RPP,98.7,Community,M,35,OD,800.0,1969001,1385177,12127,RPP Site Pindara Rd ARTHURS SEAT,0,0,0,38 21 22S,144 57 5E,VIC,1969.0,MORNINGTON RA1,,Issued,38,21,22,144,57,5,38.35611111111111,144.95138888888889
1560,Moruya,,98.5,HPON,M,10,OD,100.0,10008514,1170205,35140,Cmty Radio Site 9 Rose St MORUYA,0,0,0,35 55 23S,150 4 36E,NSW,,,,Issued,35,55,23,150,4,36,35.92305555555555,150.07666666666665
1561,Moruya,2EAR,107.5,Community,M,10,DA,1600.0,1772001,1385133,8979,Broadcast Site 18km WSW of Batemans Bay MT WANDERA,0,0,0,35 47 46S,150 0 20E,NSW,1772.0,MORUYA RA1,,Issued,35,47,46,150,0,20,35.79611111111111,150.00555555555556
1562,Morven,4RR,104.3,s212 Retransmission,V,20,OD,300.0,12000534,10552350,153046,Broadcast Site Council Depot cnr West & Roma Sts MORVEN,0,0,0,26 25 5S,147 6 38E,QLD,,,,Issued,26,25,5,147,6,38,26.418055555555558,147.11055555555555
1563,Morven,4VL,105.9,Commercial,M,20,OD,400.0,10013412,10072851,153513,Pinecam Site MORVEN,0,0,0,26 24 47S,147 7 13E,QLD,10218.0,CHARLEVILLE RA1,,Issued,26,24,47,147,7,13,26.413055555555555,147.12027777777777
1564,Morven,4VL,105.9,Commercial,M,20,OD,400.0,10013412,1159212,153592,Broadcast Site Water Reservoir Warrego Hwy MORVEN,0,0,0,26 24 47S,147 6 17E,QLD,10218.0,CHARLEVILLE RA1,,Expired,26,24,47,147,6,17,26.413055555555555,147.10472222222222
1565,Morven,4ABCRN,107.5,National,M,66,OD,400.0,10003883,1198758,15169,Broadcast Site 10 km South of MORVEN,0,0,0,26 30 20S,147 8 2E,QLD,,,,Issued,26,30,20,147,8,2,26.505555555555556,147.1338888888889
1566,Morwell,3SBSFM,90.9,Retransmission,V,20,OD,200.0,1133676,1928260,136384,Power Works Building Ridge Road MORWELL,0,0,0,38 14 49S,146 24 50E,VIC,,,,Issued,38,14,49,146,24,50,38.246944444444445,146.4138888888889
1567,Moss Vale,2WYR,92.5,Community,M,32,DA,200.0,1132497,10262136,9362,Broadcast Site 100 m N of trig point MOUNT GIBRALTAR,0,0,0,34 27 52S,150 25 42E,NSW,1150174.0,BOWRAL RA1,,Issued,34,27,52,150,25,42,34.464444444444446,150.4283333333333
1568,Mossman,4RGC,88.5,Commercial,M,40,OD,1000.0,10007856,1158249,21759,Telstra Site off Mossman-Daintree Rd NEWELL,0,0,0,16 26 1S,145 23 10E,QLD,1150044.0,CAIRNS RA1,,Issued,16,26,1,145,23,10,16.433611111111112,145.3861111111111
1569,Mossman,4ABCRN,90.1,National,M,40,OD,1000.0,10007432,1150299,21759,Telstra Site off Mossman-Daintree Rd NEWELL,0,0,0,16 26 1S,145 23 10E,QLD,,,,Issued,16,26,1,145,23,10,16.433611111111112,145.3861111111111
1570,Mossman,,90.9,HPON,M,40,OD,1000.0,10007489,1154774,21215,Comms Tower Flagstaff Hill Island Point Rd PORT DOUGLAS,0,0,0,16 28 55S,145 28 2E,QLD,,,,Issued,16,28,55,145,28,2,16.481944444444444,145.46722222222223
1571,Mossman,4CCA,92.5,Commercial,M,40,OD,1000.0,10007488,1158227,441105,Axicom Site adj Water Reservoir  Lot 2 Gorge View Cres MOSSMAN GORGE,0,0,0,16 28 14S,145 21 49E,QLD,1150014.0,CAIRNS RA1,,Issued,16,28,14,145,21,49,16.470555555555553,145.3636111111111
1572,Mossman,4SBSFM,95.1,Retransmission,V,30,OD,30.0,1132680,1918893,441105,Axicom Site adj Water Reservoir  Lot 2 Gorge View Cres MOSSMAN GORGE,0,0,0,16 28 14S,145 21 49E,QLD,,,,Issued,16,28,14,145,21,49,16.470555555555553,145.3636111111111
1573,Mount Barker,5LCM,88.9,Community,M,15,DA,500.0,12000553,11022974,305178,Cleggett Farm Cnr Cleggett Rd & Rosella Crt LITTLEHAMPTON,0,0,0,35 2 59S,138 51 12E,SA,1180024.0,MOUNT BARKER RA1,,Issued,35,2,59,138,51,12,35.04972222222222,138.85333333333332
1574,Mount Barker,5MU,94.3,Commercial,M,45,DA,1000.0,12000516,11020859,23483,Major Radio Site Mount Summit Road MOUNT BARKER,0,0,0,35 4 0S,138 55 17E,SA,4194.0,MURRAY BRIDGE RA1,,Issued,35,4,0,138,55,17,35.06666666666667,138.92138888888888
1575,Mount Barker,5EZY,100.3,Commercial,M,45,OD,1000.0,10010683,1157334,23483,Major Radio Site Mount Summit Road MOUNT BARKER,0,0,0,35 4 0S,138 55 17E,SA,10361.0,MURRAY BRIDGE RA1,,Issued,35,4,0,138,55,17,35.06666666666667,138.92138888888888
1576,Mount Beauty,3NE,90.1,Commercial,V,10,OD,10.0,10007607,1151866,150427,FM Mast Club House  Golf Course  Tawonga Cres MT BEAUTY,0,0,0,36 44 27S,147 10 32E,VIC,10398.0,WANGARATTA RA1,,Issued,36,44,27,147,10,32,36.740833333333335,147.17555555555555
1577,Mount Beauty,3NNN,93.3,Commercial,V,10,OD,10.0,10007908,1153257,150427,FM Mast Club House  Golf Course  Tawonga Cres MT BEAUTY,0,0,0,36 44 27S,147 10 32E,VIC,10391.0,WANGARATTA RA1,,Issued,36,44,27,147,10,32,36.740833333333335,147.17555555555555
1578,Mount Beauty,3VKV,96.5,Community,V,30,OD,100.0,1133183,1171043,11959,Telstra CMTS Site BIG HILL,0,0,0,36 47 6S,147 11 51E,VIC,1150015.0,MT BEAUTY RA1,,Issued,36,47,6,147,11,51,36.785,147.1975
1579,Mount Buffalo,3NE,99.1,Commercial,V,18,OD,200.0,10007991,1154096,41098,The Mount Buffalo Chalet Site MT BUFFALO,0,0,0,36 43 23S,146 49 10E,VIC,10398.0,WANGARATTA RA1,,Issued,36,43,23,146,49,10,36.723055555555554,146.81944444444443
1580,Mount Buller,8SAT,90.5,Retransmission,M,15,OD,200.0,1133865,1949904,305423,Snow Making Factory Summit Rd MT BULLER,0,0,0,37 8 51S,146 26 12E,VIC,,,,Issued,37,8,51,146,26,12,37.1475,146.43666666666667
1581,Mount Gambier,5SEF,96.1,Commercial,M,50,OD,20000.0,10004702,1153709,23959,Austar MDS Site The Bluff (SE) 21 km WNW MOUNT GAMBIER,0,0,0,37 43 34S,140 34 14E,SA,10312.0,MT GAMBIER RA1,,Issued,37,43,34,140,34,14,37.726111111111116,140.57055555555556
1582,Mount Gambier,5GTR,100.1,Community,M,36,OD,1000.0,10010697,1385200,131229,Broadcast Site off Illman Rd  6km NW of COMPTON,0,0,0,37 46 48S,140 41 54E,SA,3075.0,MOUNT GAMBIER RA2,,Issued,37,46,48,140,41,54,37.78,140.69833333333332
1583,Mount Gambier,5JJJ,102.5,National,M,44,DA,240000.0,7565001,1151771,23800,Broadcast site 11 km E of Millicent MT BURR,0,0,0,37 36 8S,140 28 57E,SA,,,,Issued,37,36,8,140,28,57,37.602222222222224,140.48250000000002
1584,Mount Gambier,5ABCRN,103.3,National,M,44,DA,240000.0,7566001,1151772,23800,Broadcast site 11 km E of Millicent MT BURR,0,0,0,37 36 8S,140 28 57E,SA,,,,Issued,37,36,8,140,28,57,37.602222222222224,140.48250000000002
1585,Mount Gambier,5ABCFM,104.1,National,M,44,DA,190000.0,3023001,1150208,23800,Broadcast site 11 km E of Millicent MT BURR,0,0,0,37 36 8S,140 28 57E,SA,,,,Issued,37,36,8,140,28,57,37.602222222222224,140.48250000000002
1586,Mount Gambier,5RCB,104.9,Community,M,50,DA,20000.0,10010695,1171736,23959,Austar MDS Site The Bluff (SE) 21 km WNW MOUNT GAMBIER,0,0,0,37 43 34S,140 34 14E,SA,1150784.0,MT GAMBIER RA1,,Issued,37,43,34,140,34,14,37.726111111111116,140.57055555555556
1587,Mount Gambier,5PNN,105.7,National,M,44,DA,240000.0,10010696,1189261,23800,Broadcast site 11 km E of Millicent MT BURR,0,0,0,37 36 8S,140 28 57E,SA,,,,Issued,37,36,8,140,28,57,37.602222222222224,140.48250000000002
1588,Mount Garnet,4ABCRR,95.7,National,M,25,OD,50.0,10003939,1198684,21714,Telstra Site Lot 39 Onyx St MOUNT GARNET,0,0,0,17 41 7S,145 7 13E,QLD,,,,Issued,17,41,7,145,7,13,17.685277777777777,145.12027777777777
1589,Mount Garnet,4ABCRN,97.3,National,M,25,OD,50.0,10003938,1198686,21714,Telstra Site Lot 39 Onyx St MOUNT GARNET,0,0,0,17 41 7S,145 7 13E,QLD,,,,Issued,17,41,7,145,7,13,17.685277777777777,145.12027777777777
1590,Mount Hotham,3NE,89.3,Commercial,V,10,OD,200.0,10007604,1157767,41113,Mt Hotham Comms Tower MT HOTHAM,0,0,0,36 58 30S,147 7 42E,VIC,10398.0,WANGARATTA RA1,,Issued,36,58,30,147,7,42,36.975,147.12833333333333
1591,Mount Isa,4MOB,100.9,Community,M,30,OD,600.0,10004644,1153224,41317,Broadcast/Comm Site Emma Smith Vista MOUNT ISA,0,0,0,20 44 3S,139 29 37E,QLD,10305.0,MOUNT ISA RA2,,Issued,20,44,3,139,29,37,20.734166666666667,139.4936111111111
1592,Mount Isa,4ABCFM,101.7,National,M,31,OD,1000.0,10003946,1198699,39695,Broadcast Tower  Broadcast Australia Site DCA Hill  2.5 km SE of MOUNT ISA,0,0,0,20 44 4S,139 30 45E,QLD,,,,Issued,20,44,4,139,30,45,20.734444444444446,139.5125
1593,Mount Isa,4MIC,102.5,Commercial,M,30,OD,600.0,10003831,1384934,151687,Radio 4MIC Tower  Nth Qld Bcing Site City Lookout  off Hilary St MOUNT ISA,0,0,0,20 43 24S,139 29 52E,QLD,10226.0,MT ISA RA1,,Issued,20,43,24,139,29,52,20.723333333333333,139.49777777777777
1594,Mount Isa,,103.3,HPON,M,31,OD,600.0,10004031,1153479,39695,Broadcast Tower  Broadcast Australia Site DCA Hill  2.5 km SE of MOUNT ISA,0,0,0,20 44 4S,139 30 45E,QLD,,,,Issued,20,44,4,139,30,45,20.734444444444446,139.5125
1595,Mount Isa,4JJJ,104.1,National,M,31,OD,1000.0,10003945,1153123,39695,Broadcast Tower  Broadcast Australia Site DCA Hill  2.5 km SE of MOUNT ISA,0,0,0,20 44 4S,139 30 45E,QLD,,,,Issued,20,44,4,139,30,45,20.734444444444446,139.5125
1596,Mount Isa,4PNN,104.9,National,M,31,OD,1000.0,10003723,1566068,39695,Broadcast Tower  Broadcast Australia Site DCA Hill  2.5 km SE of MOUNT ISA,0,0,0,20 44 4S,139 30 45E,QLD,,,,Issued,20,44,4,139,30,45,20.734444444444446,139.5125
1597,Mount Isa,4ABCRR,106.5,National,M,31,OD,1000.0,10003943,1153124,39695,Broadcast Tower  Broadcast Australia Site DCA Hill  2.5 km SE of MOUNT ISA,0,0,0,20 44 4S,139 30 45E,QLD,,,,Issued,20,44,4,139,30,45,20.734444444444446,139.5125
1598,Mount Isa,4ABCRN,107.3,National,M,31,OD,1000.0,10003941,1198747,39695,Broadcast Tower  Broadcast Australia Site DCA Hill  2.5 km SE of MOUNT ISA,0,0,0,20 44 4S,139 30 45E,QLD,,,,Issued,20,44,4,139,30,45,20.734444444444446,139.5125
1599,Mount Keith,6FMS,97.7,Retransmission,V,10,OD,20.0,10011674,1156864,153280,Broadcast Site Mt Keith Nickel Operation via Leinster Goldfields Hwy MOUNT KEITH,0,0,0,27 12 56S,120 33 24E,WA,,,,Issued,27,12,56,120,33,24,27.215555555555554,120.55666666666666
1600,Mount Keith,6JJJ,98.5,Retransmission,V,10,OD,20.0,10011673,1156863,153280,Broadcast Site Mt Keith Nickel Operation via Leinster Goldfields Hwy MOUNT KEITH,0,0,0,27 12 56S,120 33 24E,WA,,,,Issued,27,12,56,120,33,24,27.215555555555554,120.55666666666666
1601,Mount Keith,6ABCRN,99.3,Retransmission,V,10,OD,20.0,10011672,1156862,153280,Broadcast Site Mt Keith Nickel Operation via Leinster Goldfields Hwy MOUNT KEITH,0,0,0,27 12 56S,120 33 24E,WA,,,,Issued,27,12,56,120,33,24,27.215555555555554,120.55666666666666
1602,Mount Keith Mine Village,6JJJ,100.9,Retransmission,V,10,OD,20.0,10010946,1156703,29744,Broadcast Site Mine Village MOUNT KEITH,0,0,0,27 16 57S,120 33 5E,WA,,,,Issued,27,16,57,120,33,5,27.2825,120.55138888888888
1603,Mount Keith Mine Village,6FMS,102.9,Retransmission,V,10,OD,20.0,1132629,1565247,29744,Broadcast Site Mine Village MOUNT KEITH,0,0,0,27 16 57S,120 33 5E,WA,,,,Issued,27,16,57,120,33,5,27.2825,120.55138888888888
1604,Mount Keith Mine Village,6ABCRR,105.3,Retransmission,V,10,OD,20.0,1132630,1565248,29744,Broadcast Site Mine Village MOUNT KEITH,0,0,0,27 16 57S,120 33 5E,WA,,,,Issued,27,16,57,120,33,5,27.2825,120.55138888888888
1605,Mount Keith Mine Village,6ABCRN,107.7,Retransmission,V,10,OD,20.0,1132631,1565249,29744,Broadcast Site Mine Village MOUNT KEITH,0,0,0,27 16 57S,120 33 5E,WA,,,,Issued,27,16,57,120,33,5,27.2825,120.55138888888888
1606,Mount Liebig,8JJJ,100.1,Retransmission,V,10,OD,20.0,1130297,1142059,153133,Broadcast Site MT LIEBIG,0,0,0,23 15 58S,131 16 20E,NT,,,,Issued,23,15,58,131,16,20,23.266111111111112,131.27222222222224
1607,Mount Liebig,8KIN,102.5,Retransmission,V,10,OD,20.0,1130945,1145758,153133,Broadcast Site MT LIEBIG,0,0,0,23 15 58S,131 16 20E,NT,,,,Issued,23,15,58,131,16,20,23.266111111111112,131.27222222222224
1608,Mount Liebig,8ABCRR,104.9,Retransmission,V,10,OD,20.0,1130296,1142061,153133,Broadcast Site MT LIEBIG,0,0,0,23 15 58S,131 16 20E,NT,,,,Issued,23,15,58,131,16,20,23.266111111111112,131.27222222222224
1609,Mount Liebig,8ABCRN,107.3,Retransmission,V,10,OD,20.0,1130182,1142060,153133,Broadcast Site MT LIEBIG,0,0,0,23 15 58S,131 16 20E,NT,,,,Issued,23,15,58,131,16,20,23.266111111111112,131.27222222222224
1610,Mount Magnet,6SAT,100.9,Commercial,M,23,OD,50.0,10001199,1158242,151399,Broadcast Australia Site Lot 405 Criddle St MT MAGNET,0,0,0,28 3 23S,117 50 33E,WA,10018.0,REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1,,Issued,28,3,23,117,50,33,28.05638888888889,117.8425
1611,Mount Magnet,6FMS,102.5,Commercial,M,16,OD,10.0,10001198,1384912,151399,Broadcast Australia Site Lot 405 Criddle St MT MAGNET,0,0,0,28 3 23S,117 50 33E,WA,10354.0,REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1,,Issued,28,3,23,117,50,33,28.05638888888889,117.8425
1612,Mount Magnet,,104.1,HPON,V,30,OD,50.0,10001197,1152316,142667,Broadcast Site  Grand Hotel 65 Hepburn Street MOUNT MAGNET,0,0,0,28 3 52S,117 50 55E,WA,,,,Issued,28,3,52,117,50,55,28.064444444444444,117.84861111111111
1613,Mount Magnet,6ABCRR,105.7,National,M,18,OD,50.0,10001196,1198508,151399,Broadcast Australia Site Lot 405 Criddle St MT MAGNET,0,0,0,28 3 23S,117 50 33E,WA,,,,Issued,28,3,23,117,50,33,28.05638888888889,117.8425
1614,Mount Magnet,6ABCRN,107.3,National,M,15,OD,50.0,10001195,1198531,151399,Broadcast Australia Site Lot 405 Criddle St MT MAGNET,0,0,0,28 3 23S,117 50 33E,WA,,,,Issued,28,3,23,117,50,33,28.05638888888889,117.8425
1615,Mount Molloy,4ABCRR,95.7,National,M,70,OD,50.0,10007502,1198685,40988,Broadcast Site 1km N of MT MOLLOY,0,0,0,16 39 33S,145 19 24E,QLD,,,,Issued,16,39,33,145,19,24,16.659166666666664,145.32333333333332
1616,Mount Molloy,4ABCRN,97.3,National,M,70,OD,50.0,10007496,1198687,40988,Broadcast Site 1km N of MT MOLLOY,0,0,0,16 39 33S,145 19 24E,QLD,,,,Issued,16,39,33,145,19,24,16.659166666666664,145.32333333333332
1617,Mount Murchison,4RGK,101.1,Retransmission,V,20,DA,100.0,10013870,10322787,17734,Comms Site Callide Mine MOUNT MURCHISON,0,0,0,24 18 23S,150 35 44E,QLD,,,,Issued,24,18,23,150,35,44,24.30638888888889,150.59555555555556
1618,Mount Murchison,4CC,102.7,Retransmission,V,20,DA,100.0,10013869,10322790,17734,Comms Site Callide Mine MOUNT MURCHISON,0,0,0,24 18 23S,150 35 44E,QLD,,,,Issued,24,18,23,150,35,44,24.30638888888889,150.59555555555556
1619,Mount Rawdon Minesite,4JJJ,101.5,Retransmission,V,20,OD,300.0,12000874,11244526,9003763,Mt Rawdon Minesite 17 km SE of Township MOUNT PERRY,0,0,0,25 16 22S,151 45 50E,QLD,,,,Issued,25,16,22,151,45,50,25.272777777777776,151.76388888888889
1620,Mount Rawdon Minesite,4ABCRN,107.9,Retransmission,V,20,OD,300.0,12000875,11244574,9003763,Mt Rawdon Minesite 17 km SE of Township MOUNT PERRY,0,0,0,25 16 22S,151 45 50E,QLD,,,,Issued,25,16,22,151,45,50,25.272777777777776,151.76388888888889
1621,Mount Selwyn,2SKI,90.3,Commercial,V,10,OD,100.0,12000540,10448782,10012459,Top Station Chairlift Kings Cross Road MOUNT SELWYN,0,0,0,35 54 22S,148 27 19E,NSW,10345.0,COOMA RA1,,Issued,35,54,22,148,27,19,35.90611111111111,148.45527777777778
1622,Mount Surprise,4JJJ,103.7,Retransmission,V,14,OD,10.0,1131120,1180798,21433,QR Site  MT SURPRISE,0,0,0,18 8 49S,144 19 4E,QLD,,,,Issued,18,8,49,144,19,4,18.146944444444443,144.31777777777776
1623,Mount Surprise,4ABCRR,105.3,Retransmission,V,10,OD,10.0,1415018,511187,21433,QR Site  MT SURPRISE,0,0,0,18 8 49S,144 19 4E,QLD,,,,Issued,18,8,49,144,19,4,18.146944444444443,144.31777777777776
1624,Mount Surprise,4ABCRN,106.9,Retransmission,V,10,OD,10.0,1984004,511186,21433,QR Site  MT SURPRISE,0,0,0,18 8 49S,144 19 4E,QLD,,,,Issued,18,8,49,144,19,4,18.146944444444443,144.31777777777776
1625,Mount Tamborine,4RBL,99.4,Commercial,M,30,DA,2000.0,10010402,1145536,153375,Rebel Media Site Golf Course Rd TAMBORINE MOUNTAIN,0,0,0,27 58 12S,153 12 49E,QLD,10216.0,REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1,,Issued,27,58,12,153,12,49,27.97,153.2136111111111
1626,Mount Tamborine,4BRZ,100.6,Commercial,M,30,DA,2000.0,10011920,1149187,153375,Rebel Media Site Golf Course Rd TAMBORINE MOUNTAIN,0,0,0,27 58 12S,153 12 49E,QLD,1150711.0,REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1,,Issued,27,58,12,153,12,49,27.97,153.2136111111111
1627,Mount Webber Mine,6JJJ,90.5,Retransmission,V,35,OD,30.0,1138052,1991717,9019239,Mount Webber Mine RBS 18 km ENE of MOUNT WEBBER,0,0,0,21 33 7S,119 17 1E,WA,,,,Issued,21,33,7,119,17,1,21.551944444444445,119.28361111111111
1628,Mount Webber Mine,6FMS,92.1,Retransmission,V,35,OD,30.0,1138053,1991718,9019239,Mount Webber Mine RBS 18 km ENE of MOUNT WEBBER,0,0,0,21 33 7S,119 17 1E,WA,,,,Issued,21,33,7,119,17,1,21.551944444444445,119.28361111111111
1629,Mount Webber Mine,6ABCRR,93.7,Retransmission,V,35,OD,30.0,1138054,1991719,9019239,Mount Webber Mine RBS 18 km ENE of MOUNT WEBBER,0,0,0,21 33 7S,119 17 1E,WA,,,,Issued,21,33,7,119,17,1,21.551944444444445,119.28361111111111
1630,Mountain Districts,3MDR,97.1,Community,M,40,OD,400.0,5561001,1385165,302567,Water Tower Yarra Valley Water Site  Ridge Rd KALLISTA,0,0,0,37 54 11S,145 24 8E,VIC,5561.0,MOUNTAIN DISTRICTS RA1,,Issued,37,54,11,145,24,8,37.903055555555554,145.40222222222224
1631,Moura,4ABCRR,96.1,National,M,25,OD,50.0,10007102,1158103,17819,Broadcast Site lane off Moura-Bindaree Rd MOURA,0,0,0,24 33 49S,149 58 31E,QLD,,,,Issued,24,33,49,149,58,31,24.56361111111111,149.9752777777778
1632,Moura,4ABCRN,96.9,National,M,25,OD,50.0,10007103,1158104,17819,Broadcast Site lane off Moura-Bindaree Rd MOURA,0,0,0,24 33 49S,149 58 31E,QLD,,,,Issued,24,33,49,149,58,31,24.56361111111111,149.9752777777778
