,Area Served,Callsign,Frequency(MHz),Purpose,Polarisation,Antenna Height (m),Antenna Pattern,Maximum ERP (W),Technical Specification Number,Licence Number,Site id,Site Name,Zone,Easting,Northing,Latitude,Longitude,State,BSL,Licence Area,Licence Area ID,Status,Deg,Min,Sec,Deg1,Min1,Sec1,Latitude in degrees,Longitude in degrees
404,Burton Coal Mine,4ABCRR,105.9,Retransmission,M,15,OD,50.0,1137077,1957280,140977,Office Burton Coal Mine BURTON,0,0,0,21 36 44S,148 10 57E,QLD,,,,Issued,21,36,44,148,10,57,21.612222222222222,148.1825
405,Burton Gorge,4HI,92.1,Commercial,V,3,OD,20.0,7521001,1384875,151667,Broadcast Site North Goonyella Village BURTON GORGE,0,0,0,21 37 10S,148 7 39E,QLD,4176.0,EMERALD RA1,,Issued,21,37,10,148,7,39,21.619444444444444,148.1275
406,Burwood,2RDJ,88.1,Community,M,30,OD,100.0,3054001,1140231,40463,Broadcast Site Church St BURWOOD,0,0,0,33 52 53S,151 6 16E,NSW,3054.0,BURWOOD RA1,,Issued,33,52,53,151,6,16,33.88138888888889,151.10444444444443
407,Byerwen Mine,4MMK,89.3,Retransmission,V,20,OD,75.0,12000693,10762194,10006571,Repeater Site Byerwen Mine off Wollombi Rd SUTTOR,0,0,0,21 17 22S,147 51 55E,QLD,,,,Issued,21,17,22,147,51,55,21.289444444444445,147.86527777777778
408,Byerwen Mine,4QAA,90.9,Retransmission,V,20,OD,75.0,12000744,10923609,10006571,Repeater Site Byerwen Mine off Wollombi Rd SUTTOR,0,0,0,21 17 22S,147 51 55E,QLD,,,,Issued,21,17,22,147,51,55,21.289444444444445,147.86527777777778
409,Byron Bay,2BAY,99.9,Community,M,30,OD,3000.0,10009939,10059751,8561,Broadcast Site Telstra Tower Byron View Saint Helena BYRON BAY,0,0,0,28 39 41S,153 33 39E,NSW,1150719.0,BYRON BAY RA1,,Issued,28,39,41,153,33,39,28.661388888888887,153.56083333333333
410,Caboolture,4OUR,101.5,Community,M,20,DA,3000.0,10009957,1151422,39520,Caboolture Shire Council Site Opp 139 Pedwell Rd MOUNT MEE,0,0,0,27 3 16S,152 47 10E,QLD,10350.0,CABOOLTURE RA1,,Issued,27,3,16,152,47,10,27.054444444444446,152.7861111111111
411,Cadia Mine Site,2JJJ,88.9,Retransmission,V,10,OD,10.0,1132773,1900640,203459,Main Comms Hut Cadia Minesite CADIA,0,0,0,33 27 21S,148 59 11E,NSW,,,,Issued,33,27,21,148,59,11,33.45583333333334,148.98638888888888
412,Cadia Mine Site,2ABCRN,89.7,Retransmission,V,10,OD,10.0,1132772,1900639,203459,Main Comms Hut Cadia Minesite CADIA,0,0,0,33 27 21S,148 59 11E,NSW,,,,Issued,33,27,21,148,59,11,33.45583333333334,148.98638888888888
413,Cadia Mine Site,2OAG,90.5,Retransmission,V,10,OD,10.0,1132741,1568130,203459,Main Comms Hut Cadia Minesite CADIA,0,0,0,33 27 21S,148 59 11E,NSW,,,,Issued,33,27,21,148,59,11,33.45583333333334,148.98638888888888
414,Cadia Mine Site,2GZF,92.9,Retransmission,V,10,OD,10.0,1132743,1568132,203459,Main Comms Hut Cadia Minesite CADIA,0,0,0,33 27 21S,148 59 11E,NSW,,,,Issued,33,27,21,148,59,11,33.45583333333334,148.98638888888888
415,Cairns,4PNN,101.1,National,M,53,OD,100000.0,10013402,1189266,21158,Radio Terminal 38 km SSE of Cairns MT BELLENDEN KER,0,0,0,17 15 51S,145 51 13E,QLD,,,,Issued,17,15,51,145,51,13,17.264166666666668,145.8536111111111
416,Cairns,4ABCRN,105.1,National,M,53,OD,100000.0,10007418,1198706,21158,Radio Terminal 38 km SSE of Cairns MT BELLENDEN KER,0,0,0,17 15 51S,145 51 13E,QLD,,,,Issued,17,15,51,145,51,13,17.264166666666668,145.8536111111111
417,Cairns,4ABCFM,105.9,National,M,53,OD,100000.0,10007419,1198710,21158,Radio Terminal 38 km SSE of Cairns MT BELLENDEN KER,0,0,0,17 15 51S,145 51 13E,QLD,,,,Issued,17,15,51,145,51,13,17.264166666666668,145.8536111111111
418,Cairns,4QCC,106.7,National,M,53,OD,100000.0,10007417,1198738,21158,Radio Terminal 38 km SSE of Cairns MT BELLENDEN KER,0,0,0,17 15 51S,145 51 13E,QLD,,,,Issued,17,15,51,145,51,13,17.264166666666668,145.8536111111111
419,Cairns,4JJJ,107.5,National,M,53,OD,100000.0,10007421,1198741,21158,Radio Terminal 38 km SSE of Cairns MT BELLENDEN KER,0,0,0,17 15 51S,145 51 13E,QLD,,,,Issued,17,15,51,145,51,13,17.264166666666668,145.8536111111111
420,Cairns (Mt Yarrabah),4CCR,89.1,Community,V,10,DA,2000.0,10007329,1385189,142652,Community Radio Site Mt Yarrabah YARRABAH,0,0,0,16 54 17S,145 50 36E,QLD,1883.0,CAIRNS RA2,,Issued,16,54,17,145,50,36,16.904722222222222,145.84333333333333
421,Cairns (Mt Yarrabah),4SBSFM,90.5,Retransmission,M,15,DA,1000.0,1131097,1145338,142652,Community Radio Site Mt Yarrabah YARRABAH,0,0,0,16 54 17S,145 50 36E,QLD,,,,Issued,16,54,17,145,50,36,16.904722222222222,145.84333333333333
422,Cairns (Mt Yarrabah),4CIM,98.7,Community,M,10,DA,10000.0,10007451,1171222,142652,Community Radio Site Mt Yarrabah YARRABAH,0,0,0,16 54 17S,145 50 36E,QLD,1150013.0,CAIRNS RA2,,Issued,16,54,17,145,50,36,16.904722222222222,145.84333333333333
423,Cairns (Mt Yarrabah),4RGC,99.5,Commercial,M,10,DA,10000.0,10007855,1155515,21276,SCA site Mt Yarrabah YARRABAH,0,0,0,16 54 16S,145 50 34E,QLD,1150044.0,CAIRNS RA1,,Issued,16,54,16,145,50,34,16.904444444444444,145.8427777777778
424,Cairns (Mt Yarrabah),4CCA,102.7,Commercial,M,10,DA,10000.0,10007328,1154996,21276,SCA site Mt Yarrabah YARRABAH,0,0,0,16 54 16S,145 50 34E,QLD,1150014.0,CAIRNS RA1,,Issued,16,54,16,145,50,34,16.904444444444444,145.8427777777778
425,Cairns (Mt Yarrabah),4HOT,103.5,Commercial,M,10,DA,10000.0,10007433,1384935,21276,SCA site Mt Yarrabah YARRABAH,0,0,0,16 54 16S,145 50 34E,QLD,5742.0,CAIRNS RA1,,Issued,16,54,16,145,50,34,16.904444444444444,145.8427777777778
426,Cairns (Mt Yarrabah),,104.3,HPON,M,10,DA,10000.0,10007456,1170159,142652,Community Radio Site Mt Yarrabah YARRABAH,0,0,0,16 54 17S,145 50 36E,QLD,,,,Issued,16,54,17,145,50,36,16.904722222222222,145.84333333333333
427,Cairns North,4ABCRN,93.9,National,M,37,OD,5000.0,10007423,1153102,21955,Telstra Site Buchan Point off Captain Cook Hwy PALM COVE,0,0,0,16 44 13S,145 39 42E,QLD,,,,Issued,16,44,13,145,39,42,16.736944444444447,145.66166666666666
428,Cairns North,4ABCFM,94.7,National,M,37,DA,10000.0,10007586,1151780,21955,Telstra Site Buchan Point off Captain Cook Hwy PALM COVE,0,0,0,16 44 13S,145 39 42E,QLD,,,,Issued,16,44,13,145,39,42,16.736944444444447,145.66166666666666
429,Cairns North,4QCC,95.5,National,M,37,OD,5000.0,10007422,1153104,21955,Telstra Site Buchan Point off Captain Cook Hwy PALM COVE,0,0,0,16 44 13S,145 39 42E,QLD,,,,Issued,16,44,13,145,39,42,16.736944444444447,145.66166666666666
430,Cairns North,4PNN,96.3,National,M,37,DA,10000.0,10013639,1189252,21955,Telstra Site Buchan Point off Captain Cook Hwy PALM COVE,0,0,0,16 44 13S,145 39 42E,QLD,,,,Issued,16,44,13,145,39,42,16.736944444444447,145.66166666666666
431,Cairns North,4JJJ,97.1,National,M,37,DA,10000.0,10007430,1151779,21955,Telstra Site Buchan Point off Captain Cook Hwy PALM COVE,0,0,0,16 44 13S,145 39 42E,QLD,,,,Issued,16,44,13,145,39,42,16.736944444444447,145.66166666666666
432,Camballin,6ABCRR,102.1,Retransmission,V,40,DA,1000.0,1137719,1980010,32255,Telstra Site Durack St CAMBALLIN,0,0,0,17 59 25S,124 11 30E,WA,,,,Issued,17,59,25,124,11,30,17.990277777777777,124.19166666666668
433,Camberwell,3WBC,94.1,Community,V,24,OD,100.0,5162001,1170538,11644,Water Tower Cnr Elgar Road & Canterbury Road SURREY HILLS,0,0,0,37 49 43S,145 6 44E,VIC,1150688.0,CAMBERWELL RA1,,Issued,37,49,43,145,6,44,37.828611111111115,145.11222222222221
434,Camberwell,3WBC,94.1,Community,V,15,OD,100.0,5162001,1170538,136887,Box Hill Town Hall 1022 Whitehorse Road BOX HILL,0,0,0,37 49 11S,145 7 36E,VIC,1150688.0,CAMBERWELL RA1,,Issued,37,49,11,145,7,36,37.819722222222225,145.12666666666667
435,Camden,2UUS,88.3,Commercial,M,15,OD,100.0,10009796,1155901,153006,Broadcast Site Mt Prudhoe RAZORBACK RANGE,0,0,0,34 8 19S,150 39 55E,NSW,4104.0,WESTERN SUBURBS SYDNEY RA1,,Issued,34,8,19,150,39,55,34.13861111111111,150.6652777777778
436,Camooweal,4ABCRR,106.1,National,M,40,DA,160.0,10003915,1198723,151715,Telstra Site Lot 18 Plan 17 Barkly Hwy CAMOOWEAL,0,0,0,19 55 14S,138 10 33E,QLD,,,,Issued,19,55,14,138,10,33,19.920555555555556,138.17583333333332
437,Camooweal,4ABCRN,107.7,National,M,40,DA,160.0,10003914,1150334,151715,Telstra Site Lot 18 Plan 17 Barkly Hwy CAMOOWEAL,0,0,0,19 55 14S,138 10 33E,QLD,,,,Issued,19,55,14,138,10,33,19.920555555555556,138.17583333333332
438,Campbelltown,2MAC,91.3,Commercial,V,60,OD,1000.0,10009041,1170515,34904,Wollondilly Council RFS site Lot 3 Mount Hercules Rd RAZORBACK RANGE,0,0,0,34 8 50S,150 40 15E,NSW,1150490.0,CAMPBELLTOWN RA1,,Issued,34,8,50,150,40,15,34.14722222222222,150.67083333333332
439,Campbelltown,2MCR,100.3,Community,M,15,OD,200.0,10008284,1172232,138507,Metwide 2MCR Razorback Mt Prudhoe RAZORBACK RANGE,0,0,0,34 8 19S,150 39 53E,NSW,1150150.0,CAMPBELLTOWN RA1,,Issued,34,8,19,150,39,53,34.13861111111111,150.66472222222222
440,Canberra,1CMS,91.1,Community,M,147,OD,20000.0,10008252,1170316,9580,Telecom Tower BLACK MOUNTAIN,0,0,0,35 16 32S,149 5 52E,ACT,1150192.0,CANBERRA RA1,,Issued,35,16,32,149,5,52,35.275555555555556,149.0977777777778
441,Canberra,1WAY,91.9,Community,M,147,OD,20000.0,10008253,1170310,9580,Telecom Tower BLACK MOUNTAIN,0,0,0,35 16 32S,149 5 52E,ACT,1150191.0,CANBERRA RA1,,Issued,35,16,32,149,5,52,35.275555555555556,149.0977777777778
442,Canberra,1ART,92.7,Community,M,147,OD,20000.0,10008276,1171651,9580,Telecom Tower BLACK MOUNTAIN,0,0,0,35 16 32S,149 5 52E,ACT,1150190.0,CANBERRA RA1,,Issued,35,16,32,149,5,52,35.275555555555556,149.0977777777778
443,Canberra,1XXR,98.3,Community,M,147,OD,20000.0,10008251,1155601,9580,Telecom Tower BLACK MOUNTAIN,0,0,0,35 16 32S,149 5 52E,ACT,4226.0,CANBERRA RA1,,Issued,35,16,32,149,5,52,35.275555555555556,149.0977777777778
444,Canberra,2JJJ,101.5,National,M,147,OD,80000.0,3999601,1198286,9580,Telecom Tower BLACK MOUNTAIN,0,0,0,35 16 32S,149 5 52E,ACT,,,,Issued,35,16,32,149,5,52,35.275555555555556,149.0977777777778
445,Canberra,2ABCFM,102.3,National,M,147,OD,80000.0,3689601,1198319,9580,Telecom Tower BLACK MOUNTAIN,0,0,0,35 16 32S,149 5 52E,ACT,,,,Issued,35,16,32,149,5,52,35.275555555555556,149.0977777777778
446,Canberra,2PB,103.9,National,M,147,OD,80000.0,3518001,1159538,9580,Telecom Tower BLACK MOUNTAIN,0,0,0,35 16 32S,149 5 52E,ACT,,,,Issued,35,16,32,149,5,52,35.275555555555556,149.0977777777778
447,Canberra,2ROC,104.7,Commercial,M,147,OD,20000.0,1066901,1153461,9580,Telecom Tower BLACK MOUNTAIN,0,0,0,35 16 32S,149 5 52E,ACT,1066.0,CANBERRA RA1,,Issued,35,16,32,149,5,52,35.275555555555556,149.0977777777778
448,Canberra,2SBSFM,105.5,National,M,147,OD,80000.0,6880001,1153105,9580,Telecom Tower BLACK MOUNTAIN,0,0,0,35 16 32S,149 5 52E,ACT,,,,Issued,35,16,32,149,5,52,35.275555555555556,149.0977777777778
449,Canberra,1CBR,106.3,Commercial,M,147,OD,20000.0,1060901,1384866,9580,Telecom Tower BLACK MOUNTAIN,0,0,0,35 16 32S,149 5 52E,ACT,1060.0,CANBERRA RA1,,Issued,35,16,32,149,5,52,35.275555555555556,149.0977777777778
450,Cann River,3GLR,106.1,National,M,43,OD,200.0,3869002,1198465,12096,Telstra Radio Terminal 49 km ENE of Orbost DONALD KNOB,0,0,0,37 35 38S,148 59 41E,VIC,,,,Issued,37,35,38,148,59,41,37.59388888888889,148.9947222222222
451,Cann River,3ABCRN,107.7,National,M,43,OD,200.0,3870002,1198468,12096,Telstra Radio Terminal 49 km ENE of Orbost DONALD KNOB,0,0,0,37 35 38S,148 59 41E,VIC,,,,Issued,37,35,38,148,59,41,37.59388888888889,148.9947222222222
452,Cannington Mine,4JJJ,99.9,Retransmission,V,15,OD,10.0,10007479,10649638,152469,FM Mast ESS Building CANNINGTON MINE,0,0,0,21 50 5S,140 54 42E,QLD,,,,Issued,21,50,5,140,54,42,21.834722222222222,140.91166666666666
453,Canungra,4BRZ,88.9,Retransmission,V,30,OD,50.0,1132493,1158898,402714,Council Tower Lahey Lookout  Lot 137 Lahey Lookout Rd TAMBORINE MOUNTAIN,0,0,0,27 59 50S,153 10 57E,QLD,,,,Issued,27,59,50,153,10,57,27.997222222222224,153.1825
454,Canungra,4RBL,93.7,Commercial,V,30,OD,50.0,10010408,1158897,402714,Council Tower Lahey Lookout  Lot 137 Lahey Lookout Rd TAMBORINE MOUNTAIN,0,0,0,27 59 50S,153 10 57E,QLD,10216.0,REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1,,Issued,27,59,50,153,10,57,27.997222222222224,153.1825
455,Cape Lambert,6ABCRR,88.5,Retransmission,V,10,OD,28.0,1132537,1193546,136827,Mining Village off Cape Lambert Road CAPE LAMBERT,0,0,0,20 38 24S,117 9 25E,WA,,,,Issued,20,38,24,117,9,25,20.64,117.15694444444445
456,Cape Lambert,6ABCFM,90.1,Retransmission,V,10,OD,28.0,1132538,1193547,136827,Mining Village off Cape Lambert Road CAPE LAMBERT,0,0,0,20 38 24S,117 9 25E,WA,,,,Issued,20,38,24,117,9,25,20.64,117.15694444444445
457,Capella,4ABCRN,107.3,National,M,66,OD,50.0,1346001,1198742,17347,Broadcast Site CAPELLA,0,0,0,23 7 6S,148 2 25E,QLD,,,,Issued,23,7,6,148,2,25,23.118333333333332,148.0402777777778
458,Captains Flat,2PB,88.5,Retransmission,V,15,OD,200.0,12000733,10910343,150955,Broadcast Site Water Reservoir Old Mines Road CAPTAINS FLAT,0,0,0,35 35 51S,149 26 30E,NSW,,,,Issued,35,35,51,149,26,30,35.597500000000004,149.44166666666666
459,Cardwell,4ZKZ,91.9,Commercial,V,15,OD,50.0,10007590,1153671,440464,Telstra site Mulleys Hill CARDWELL,0,0,0,18 14 54S,145 59 30E,QLD,10319.0,INNISFAIL RA1,,Issued,18,14,54,145,59,30,18.248333333333335,145.99166666666665
460,Cardwell,4KZ,94.7,Commercial,M,15,OD,300.0,10012914,1152063,440464,Telstra site Mulleys Hill CARDWELL,0,0,0,18 14 54S,145 59 30E,QLD,4177.0,INNISFAIL RA1,,Issued,18,14,54,145,59,30,18.248333333333335,145.99166666666665
461,Carmila,4SBSFM,89.7,Retransmission,V,15,DA,50.0,1133357,10192632,142345,Monopole Council Site Carmila West Rd CARMILA,0,0,0,21 55 35S,149 24 36E,QLD,,,,Issued,21,55,35,149,24,36,21.92638888888889,149.41
462,Carmila,4ABCRN,92.9,Retransmission,V,15,OD,250.0,1130632,1143107,142345,Monopole Council Site Carmila West Rd CARMILA,0,0,0,21 55 35S,149 24 36E,QLD,,,,Issued,21,55,35,149,24,36,21.92638888888889,149.41
463,Carmila,4ABCRR,94.5,Retransmission,V,30,OD,250.0,10010907,1985760,142345,Monopole Council Site Carmila West Rd CARMILA,0,0,0,21 55 35S,149 24 36E,QLD,,,,Issued,21,55,35,149,24,36,21.92638888888889,149.41
464,Carnarvon,,96.5,HPON,M,30,OD,250.0,10005188,1152331,31844,Broadcast Site 17 Robinson St CARNARVON,0,0,0,24 53 1S,113 39 26E,WA,,,,Issued,24,53,1,113,39,26,24.88361111111111,113.65722222222223
465,Carnarvon,6CAR,99.7,Commercial,M,95,OD,5000.0,10001069,1191488,601609,Broadcast Site Brown Range Lot 256 North West Coastal Hwy CARNARVON,0,0,0,24 54 41S,113 43 16E,WA,10012.0,CARNARVON RA1,,Issued,24,54,41,113,43,16,24.911388888888887,113.72111111111111
466,Carnarvon,6JJJ,101.3,Retransmission,V,15,DA,100.0,10001068,1991552,153112,Broadcast Site OTC Tracking Station CARNARVON,0,0,0,24 52 7S,113 42 17E,WA,,,,Issued,24,52,7,113,42,17,24.86861111111111,113.70472222222223
467,Carnarvon,6PNN,106.1,National,M,70,OD,280.0,1130965,1565017,31839,Broadcast Australia Site Brown Range off North West Coastal Hwy CARNARVON,0,0,0,24 54 21S,113 43 14E,WA,,,,Issued,24,54,21,113,43,14,24.90583333333333,113.72055555555556
468,Carnarvon,6ABCRN,107.7,National,M,70,OD,280.0,10001064,1198547,31839,Broadcast Australia Site Brown Range off North West Coastal Hwy CARNARVON,0,0,0,24 54 21S,113 43 14E,WA,,,,Issued,24,54,21,113,43,14,24.90583333333333,113.72055555555556
469,Casino,2COW,107.9,Community,M,30,OD,1000.0,10009948,1170678,41158,Broadcast Site Casino Meatworks Water Tower CASINO,0,0,0,28 50 39S,153 2 9E,NSW,1150717.0,CASINO RA1,,Issued,28,50,39,153,2,9,28.844166666666666,153.03583333333333
470,Casterton,,104.5,HPON,M,10,OD,50.0,7446001,1170999,139204,Casterton Community Church 7-9 Russell St CASTERTON,0,0,0,37 35 45S,141 23 32E,VIC,,,,Issued,37,35,45,141,23,32,37.59583333333334,141.39222222222222
471,Castle Hill Gasfield,4JJJ,90.1,Retransmission,V,55,OD,100.0,12000535,10546317,10008897,Santos Castle Hill RT off Arcadia Valley South Rd CASTLE HILL GASFIELD,0,0,0,25 20 53S,148 53 14E,QLD,,,,Issued,25,20,53,148,53,14,25.348055555555554,148.88722222222222
472,Castle Hill Gasfield,4ABCRN,93.3,Retransmission,V,55,OD,100.0,12000536,10546323,10008897,Santos Castle Hill RT off Arcadia Valley South Rd CASTLE HILL GASFIELD,0,0,0,25 20 53S,148 53 14E,QLD,,,,Issued,25,20,53,148,53,14,25.348055555555554,148.88722222222222
473,Castlemaine,3CMR,94.9,Community,M,30,OD,1000.0,1137759,10403556,305532,Broadcast/Comms Tower Castlemaine Smallgoods Site via Daws Road CASTLEMAINE,0,0,0,37 2 58S,144 11 49E,VIC,1171284.0,CASTLEMAINE RA1,,Issued,37,2,58,144,11,49,37.04944444444444,144.19694444444445
474,Castlemaine,3EON,106.3,Community,V,8,OD,100.0,10009503,1170174,53323,Broadcast Site Mt Alexander Golf Course Wimble St CASTLEMAINE,0,0,0,37 3 16S,144 13 29E,VIC,1150008.0,BENDIGO RA3,,Issued,37,3,16,144,13,29,37.05444444444444,144.22472222222223
475,Caval Ridge Mine,4JJJ,95.7,Retransmission,V,40,DA,100.0,12000263,10244782,9014785,Comms Tower  BM Alliance Site off Peak Downs Hwy CAVAL RIDGE MINE,0,0,0,22 9 16S,148 3 34E,QLD,,,,Issued,22,9,16,148,3,34,22.154444444444444,148.05944444444447
476,Ceduna,8KIN,102.9,Community,V,25,OD,200.0,1137879,10967890,25256,CAAMA Site 561 Schwarz Hill Rd CEDUNA,0,0,0,32 9 9S,133 45 21E,SA,10181.0,CENTRAL ZONE RA2,,Issued,32,9,9,133,45,21,32.152499999999996,133.75583333333333
477,Ceduna/Smoky Bay,5CCR,94.5,Community,V,30,OD,300.0,10008467,1152465,142609,Broadcast Site 42 OLoughlin Terrace CEDUNA,0,0,0,32 7 30S,133 40 22E,SA,10151.0,CEDUNA RA2,,Issued,32,7,30,133,40,22,32.125,133.67277777777778
478,Ceduna/Smoky Bay,,102.1,HPON,M,52,OD,250.0,10003582,1152304,25295,Telstra Site Kongwirra Hill  45549A Eyre Hwy MERGHINY,0,0,0,32 8 20S,133 47 22E,SA,,,,Issued,32,8,20,133,47,22,32.138888888888886,133.78944444444446
479,Ceduna/Smoky Bay,8SAT,106.1,Commercial,V,30,OD,3000.0,10014411,1151022,25256,CAAMA Site 561 Schwarz Hill Rd CEDUNA,0,0,0,32 9 9S,133 45 21E,SA,10147.0,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,,Issued,32,9,9,133,45,21,32.152499999999996,133.75583333333333
480,Ceduna/Smoky Bay,5ABCRN,107.7,National,M,32,OD,500.0,10002899,1198439,25295,Telstra Site Kongwirra Hill  45549A Eyre Hwy MERGHINY,0,0,0,32 8 20S,133 47 22E,SA,,,,Issued,32,8,20,133,47,22,32.138888888888886,133.78944444444446
481,Central Agricultural,6JJJ,98.1,National,M,140,OD,80000.0,10000031,1153435,28153,Broadcast Australia Site Doodenanning Rd  3km NE of MAWSON,0,0,0,31 59 4S,117 11 23E,WA,,,,Issued,31,59,4,117,11,23,31.984444444444446,117.18972222222223
482,Central Agricultural,6ABCFM,98.9,National,M,140,OD,80000.0,10000033,1198499,28153,Broadcast Australia Site Doodenanning Rd  3km NE of MAWSON,0,0,0,31 59 4S,117 11 23E,WA,,,,Issued,31,59,4,117,11,23,31.984444444444446,117.18972222222223
483,Central Agricultural,6PNN,99.7,National,M,155,OD,80000.0,10000032,1192580,28153,Broadcast Australia Site Doodenanning Rd  3km NE of MAWSON,0,0,0,31 59 4S,117 11 23E,WA,,,,Issued,31,59,4,117,11,23,31.984444444444446,117.18972222222223
484,Central Tablelands,2PNN,91.9,National,M,99,DA,5000.0,1132735,1918382,10004482,FM Tower Broadcast Australia Site  MT CANOBOLAS,0,0,0,33 20 35S,148 59 1E,NSW,,,,Issued,33,20,35,148,59,1,33.34305555555556,148.9836111111111
485,Central Tablelands,2JJJ,101.9,National,M,78,OD,80000.0,10004072,1153106,10004482,FM Tower Broadcast Australia Site  MT CANOBOLAS,0,0,0,33 20 35S,148 59 1E,NSW,,,,Issued,33,20,35,148,59,1,33.34305555555556,148.9836111111111
486,Central Tablelands,2ABCFM,102.7,National,M,78,OD,80000.0,10004074,1198634,10004482,FM Tower Broadcast Australia Site  MT CANOBOLAS,0,0,0,33 20 35S,148 59 1E,NSW,,,,Issued,33,20,35,148,59,1,33.34305555555556,148.9836111111111
487,Central Tablelands,2ABCRN,104.3,National,M,78,OD,80000.0,10004075,1198641,10004482,FM Tower Broadcast Australia Site  MT CANOBOLAS,0,0,0,33 20 35S,148 59 1E,NSW,,,,Issued,33,20,35,148,59,1,33.34305555555556,148.9836111111111
488,Central Western Slopes,2JJJ,102.3,National,M,114,DA,220000.0,10001860,1153107,151278,Broadcast Tower BAI Comms Site  Mt Cenn Cruaich Access Road MT CENN CRUAICH,0,0,0,31 20 34S,149 1 24E,NSW,,,,Issued,31,20,34,149,1,24,31.342777777777776,149.02333333333334
489,Central Western Slopes,2ABCFM,105.5,National,M,114,DA,220000.0,10001859,1150280,151278,Broadcast Tower BAI Comms Site  Mt Cenn Cruaich Access Road MT CENN CRUAICH,0,0,0,31 20 34S,149 1 24E,NSW,,,,Issued,31,20,34,149,1,24,31.342777777777776,149.02333333333334
490,Central Western Slopes,2PNN,106.3,National,M,114,DA,220000.0,10001858,1192604,151278,Broadcast Tower BAI Comms Site  Mt Cenn Cruaich Access Road MT CENN CRUAICH,0,0,0,31 20 34S,149 1 24E,NSW,,,,Issued,31,20,34,149,1,24,31.342777777777776,149.02333333333334
491,Central Western Slopes,2WPR,107.1,National,M,114,DA,220000.0,10001857,1150281,151278,Broadcast Tower BAI Comms Site  Mt Cenn Cruaich Access Road MT CENN CRUAICH,0,0,0,31 20 34S,149 1 24E,NSW,,,,Issued,31,20,34,149,1,24,31.342777777777776,149.02333333333334
492,Central Western Slopes,2ABCRN,107.9,National,M,114,DA,220000.0,10001856,1150282,151278,Broadcast Tower BAI Comms Site  Mt Cenn Cruaich Access Road MT CENN CRUAICH,0,0,0,31 20 34S,149 1 24E,NSW,,,,Issued,31,20,34,149,1,24,31.342777777777776,149.02333333333334
493,Century Mine,4ABCRN,100.5,Retransmission,V,25,OD,50.0,10009563,1155425,152958,Broadcast Site Water Tower CENTURY MINE,0,0,0,18 43 50S,138 37 1E,QLD,,,,Issued,18,43,50,138,37,1,18.730555555555554,138.61694444444444
494,Century Mine,4JJJ,101.7,Retransmission,V,25,OD,50.0,10009564,1155424,152958,Broadcast Site Water Tower CENTURY MINE,0,0,0,18 43 50S,138 37 1E,QLD,,,,Issued,18,43,50,138,37,1,18.730555555555554,138.61694444444444
495,Century Mine,4RBL,104.9,Retransmission,V,25,OD,50.0,10014323,1159230,152958,Broadcast Site Water Tower CENTURY MINE,0,0,0,18 43 50S,138 37 1E,QLD,,,,Issued,18,43,50,138,37,1,18.730555555555554,138.61694444444444
496,Cervantes,6ABCRR,97.5,Retransmission,V,30,DA,20.0,12000569,10598276,30612,Broadcast Site cnr Seville and Aragon Streets CERVANTES,0,0,0,30 30 5S,115 4 16E,WA,,,,Issued,30,30,5,115,4,16,30.50138888888889,115.07111111111111
497,Cervantes,6FMS,99.9,Retransmission,V,30,OD,20.0,10001192,1157746,30612,Broadcast Site cnr Seville and Aragon Streets CERVANTES,0,0,0,30 30 5S,115 4 16E,WA,,,,Issued,30,30,5,115,4,16,30.50138888888889,115.07111111111111
498,Cervantes,6SAT,101.5,Retransmission,V,30,OD,20.0,10013657,1158916,30612,Broadcast Site cnr Seville and Aragon Streets CERVANTES,0,0,0,30 30 5S,115 4 16E,WA,,,,Issued,30,30,5,115,4,16,30.50138888888889,115.07111111111111
499,Cessnock/Maitland,2CHR,96.5,Community,V,30,DA,2000.0,10007799,1170171,6171,Council Site Bimbadeen Lookout Mount View Via CESSNOCK,0,0,0,32 51 18S,151 16 54E,NSW,1150040.0,CESSNOCK/MAITLAND RA1,,Issued,32,51,18,151,16,54,32.855000000000004,151.28166666666667
500,Channar Mine,6ABCRR,92.5,Retransmission,V,20,OD,20.0,10007033,1152249,48307,Channar Mine Site D PARABURDOO,0,0,0,23 17 31S,117 47 10E,WA,,,,Issued,23,17,31,117,47,10,23.291944444444447,117.78611111111111
501,Channar Mine,6JJJ,100.9,Retransmission,V,20,OD,20.0,10013263,1158595,48307,Channar Mine Site D PARABURDOO,0,0,0,23 17 31S,117 47 10E,WA,,,,Issued,23,17,31,117,47,10,23.291944444444447,117.78611111111111
502,Channar Mine,6FMS,105.7,Retransmission,V,20,OD,20.0,10007031,1152248,48307,Channar Mine Site D PARABURDOO,0,0,0,23 17 31S,117 47 10E,WA,,,,Issued,23,17,31,117,47,10,23.291944444444447,117.78611111111111
503,Channel Point,8JJJ,96.1,Retransmission,V,20,OD,30.0,10010791,1156511,153186,Broadcast Site CHANNEL POINT,0,0,0,13 9 57S,130 7 43E,NT,,,,Issued,13,9,57,130,7,43,13.165833333333333,130.12861111111113
