Latitude in degrees,Longitude in degrees,Frequency(MHz),EIRP
-28.6088888888889,16.4969444444444,102.2,82.0
-28.6088888888889,16.4969444444444,89.1,16400.0
-28.6088888888889,16.4969444444444,92.2,82.0
-28.6088888888889,16.4969444444444,95.4,82.0
-28.6088888888889,16.4969444444444,98.7,82.0
-28.6088888888889,16.4969444444444,105.8,82.0
-26.0666666666667,28.0833333333333,89.1,16.4
-32.6666666666667,26.8333333333333,94.5,82000.0
-32.6666666666667,26.8333333333333,91.3,82000.0
-32.6666666666667,26.8333333333333,88.2,82000.0
-30.7847222222222,26.5666666666667,101.7,16400.0
-30.7847222222222,26.5666666666667,107.2,820.0
-30.7847222222222,26.5666666666667,98.2,1640.0
-30.7847222222222,26.5666666666667,88.6,16400.0
-30.7847222222222,26.5666666666667,94.9,16400.0
-30.7847222222222,26.5666666666667,105.3,16400.0
-30.7847222222222,26.5666666666667,91.7,16400.0
-33.7769444444444,24.7091666666667,103.2,16.4
-33.7769444444444,24.7091666666667,90.1,16.4
-33.7769444444444,24.7091666666667,99.7,16.4
-33.7769444444444,24.7091666666667,96.4,16.4
-33.7769444444444,24.7091666666667,106.8,16.4
-33.7769444444444,24.7091666666667,93.2,16.4
-33.5688888888889,18.49,107.9,164.0
-28.55,20.4,87.8,16400.0
-28.55,20.4,90.9,16400.0
-28.55,20.4,97.4,16400.0
-28.55,20.4,94.1,16400.0
-26.55,20.4,100.9,16400.0
-28.55,20.4,104.5,16400.0
-26.6658333333333,28.7186111111111,107.6,16400.0
-26.6658333333333,28.7186111111111,92.9,1640.0
-30.8583333333333,27.4333333333333,94.1,820.0
-30.8583333333333,27.4333333333333,87.8,820.0
-30.8583333333333,27.4333333333333,97.4,820.0
-30.8583333333333,27.4333333333333,100.9,820.0
-30.8583333333333,27.4333333333333,104.5,820.0
-30.8583333333333,27.4333333333333,90.9,820.0
-32.2580555555556,22.5069444444444,97.2,82000.0
-32.2580555555556,22.5069444444444,87.6,1640.0
-32.2580555555556,22.5069444444444,100.7,16400.0
-32.2580555555556,22.5069444444444,107.5,820.0
-32.2580555555556,22.5069444444444,93.9,16400.0
-32.2580555555556,22.5069444444444,104.3,16400.0
-32.2580555555556,22.5069444444444,90.7,16400.0
-32.6325,26.0491666666667,97.3,8200.0
-32.6325,26.0491666666667,87.7,8200.0
-32.6325,26.0491666666667,100.8,8200.0
-32.6325,26.0491666666667,94.0,8200.0
-32.6325,26.0491666666667,104.4,8200.0
-32.6325,26.0491666666667,90.8,8200.0
-26.1688888888889,28.2808333333333,93.9,164.0
-25.5605555555556,27.5872222222222,103.0,410.0
-25.5605555555556,27.5872222222222,99.5,82.0
-25.5605555555556,27.5872222222222,106.6,82.0
-28.2361111111111,28.4994444444444,101.9,16400.0
-28.2361111111111,28.4994444444444,97.1,1640.0
-28.2361111111111,28.4994444444444,107.8,1640.0
-28.2361111111111,28.4994444444444,87.6,1640.0
-28.2361111111111,28.4994444444444,88.8,16400.0
-28.2361111111111,28.4994444444444,98.4,16400.0
-28.2361111111111,28.4994444444444,95.1,16400.0
-28.2361111111111,28.4994444444444,105.5,16400.0
-28.2361111111111,28.4994444444444,91.9,16400.0
-32.8536111111111,27.45,100.3,328.0
-29.1036111111111,26.2305555555556,105.8,328.0
-29.1036111111111,26.2305555555556,98.7,328.0
-29.1036111111111,26.2305555555556,105.2,59040.0
-29.1036111111111,26.2305555555556,101.6,59040.0
-29.0580555555556,26.1966666666667,100.6,9840.0
-29.1036111111111,26.2305555555556,88.5,16400.0
-29.1094444444444,26.1838888888889,97.0,32.8
-29.1036111111111,26.2305555555556,103.0,16400.0
-29.1036111111111,26.2305555555556,104.1,4920.0
-29.1036111111111,26.2305555555556,91.6,16400.0
-29.1036111111111,26.2305555555556,89.9,16400.0
-29.1036111111111,26.2305555555556,98.1,19680.0
-29.1036111111111,26.2305555555556,93.0,16400.0
-29.1036111111111,26.2305555555556,99.5,16400.0
-29.1036111111111,26.2305555555556,96.2,16400.0
-29.1036111111111,26.2305555555556,106.6,16400.0
-29.1036111111111,26.2305555555556,94.8,19680.0
-23.0719444444444,28.9866666666667,102.3,328.0
-23.0719444444444,28.9866666666667,95.5,328.0
-23.0719444444444,28.9866666666667,92.3,328.0
-23.0719444444444,28.9866666666667,105.9,328.0
-23.0719444444444,28.9866666666667,89.2,328.0
-30.0077777777778,27.2152777777778,91.2,36080.0
