Latitude in degrees,Longitude in degrees,Frequency(MHz),EIRP
-13.225,-39.95069,96.5,3
-12.985,-38.891222,100.7,216812
-13.59944444,-39.91069,90.3,3
-10.8225,-39.94269,88.9,3
-14.79416667,-40.01425,89.3,3
-11.60722222,-39.96319,90.1,3
-13.02694444,-40.00686,90.3,3
-12.81861111,-41.10711,89.5,3
-11.23333333,-38.84833,88.9,3
-17.89194444,-39.93719,88.5,3
-12.80833333,-42.21678,88.9,3
-11.36666667,-38.83333,89.7,3
-12.31694444,-42.28961,88.7,3
-12.01666667,-38.86167,90.3,3
-10.97027778,-41.10831,88.7,3
-14.26666667,-43.31667,97.1,3
-12.52888889,-41.15589,90.9,3
-13.4425,-42.22389,97.5,1
-12.69055556,-43.31842,88.5,3
-10.68194444,-37.78483,103.5,1
-15.46416667,-39.96511,89.1,3
-9.385277778,-38.82356,92.7,5
-9.35,-38.825,105.9,3
-11.83388889,-39.96125,89.5,3
-12.15,-38.865,93.5,3
-10.01361111,-37.78942,88.9,3
-13.15194444,-41.17728,91.5,3
-10.00305556,-42.25044,88.7,3
-14.4925,-42.26872,88.9,3
-10.74166667,-40.03608,88.5,3
-11.8125,-39.99086,90.5,3
-13.76194444,-39.93789,89.9,3
-11.72916667,-40.05653,96.3,1
-13.25888889,-40.03689,89.3,3
-14.66972222,-40.04711,88.5,3
-12.43055556,-38.83278,105.7,3
-10.86277778,-40.01336,89.3,3
-16.43138889,-39.90944,100.9,15
-16.44972222,-39.90647,95.5,3
-15.59472222,-39.98767,88.5,3
-17.34134722,-39.92214,100.9,3
-11.30055556,-41.19972,101.5,3
-14.68944444,-41.16783,89.1,3
-13.44861111,-39.94214,89.5,3
-10.97833333,-39.96264,88.7,3
-10.7525,-39.92092,88.5,3
-12.40833333,-39.95014,88.5,3
-9.618555556,-42.20909,88.5,4735
-11.495,-39.94256,88.5,3
-11.74611111,-44.491,88.5,3
-11.83138889,-39.936167,96.5,3
-11.8,-39.93833,106.1,3
-13.60916667,-42.29389,88.5,3
-13.60916667,-42.29389,96.1,3
-10.83481111,-38.854439,99.1,323594
-15.45916667,-40.07411,89.3,3
-13.57888889,-41.18114,88.7,3
-14.41138889,-42.20756,89.3,3
-13.12777778,-42.22919,88.7,3
-11.48472222,-37.79328,89.1,3
-8.845555556,-38.87667,89.1,3
-12.285,-40.04903,103.7,3
-12.87111111,-38.87644,93.5,3
-13.00388889,-38.85114,88.7,30
-13.00388889,-38.85114,90.1,50
-13.00388889,-38.85114,91.3,50
-13.00111111,-38.85108,92.3,30
-12.98472222,-38.85028,94.3,50
-12.99713889,-38.850064,104.7,17183
-12.99638889,-38.85,95.9,50
-13.00088333,-38.85038,97.5,50
-12.99416667,-38.85097,99.1,30
-12.995,-38.850139,100.1,1856299
-12.95194444,-38.84639,101.3,30
-12.95,-38.85,103.9,5
-13.00505556,-38.85009,106.1,8397
-12.99193889,-38.850222,107.5,59823
-9.736111111,-38.81278,89.1,3
-16.27805556,-39.90247,97.5,3
-14.96111111,-39.98117,88.7,3
-13.29222222,-39.98189,91.5,3
-15.42944444,-39.93342,88.7,3
-13.42527778,-44.42194,105.1,3
-11.00861111,-44.45194,88.5,3
-11.24333056,-39.939889,101.9,976
-12.98333333,-44.40511,100.1,3
-12.01666667,-38.88667,90.7,3
-12.55555556,-38.87136,105.5,3
-13.01541944,-39.928506,98.5,176472
-13.02971944,-39.926667,97.1,431575
-12.43027778,-39.92514,88.9,3
-12.36333333,-44.49733,88.5,3
-11.46555556,-39.95261,89.3,3
-12.84722222,-39.90894,90.7,3
-13.40055556,-44.41947,88.9,3
-15.08444444,-39.93392,90.3,3
-11.50388889,-40.00222,91.3,3
